Nombre;Dirección;Categoría;Teléfono;Emails;Sitio web;Estrellas;Comentarios;Reputación;Confianza;Contacto;Calidad;Utilidad
Albocar SRL;Warnes 1165, C1414 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4857-6788;albocar@albocar.com.ar,publico@albocar.com.ar;http://www.albocar.com.ar/;4.2;65;4,24;Alto;Alto;Estrella;Estratégica
Malatesta Parabrisas San Nicolás;Av. Savio 809, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de accesorios para automóviles;0336 445-1470;pilkingtonsannicolas@malatestaparabrisas.com.ar,pilkington27defebrero@malatestaparabrisas.com.ar,pilkingtonrosario@malatestaparabrisas.com.ar;http://www.malatestaparabrisas.com.ar/;4.3;252;4,3;Alto;Alto;Estrella;Estratégica
Albocar Importadora - ACCESORIOS;Fitz Roy 80, C1414CGB Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4854-7511;albocar@albocar.com.ar,publico@albocar.com.ar;http://www.albocar.com.ar/;4.4;37;4,33;Medio;Alto;Activo;Estratégica
Tienda Mobil;Ladines 216 Planta Baja, B1766 La Tablada, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 15-5752-4972;infotiendamobil@gmail.com;https://www.tmobil.com.ar/;4.2;21;4,26;Medio;Alto;Activo;Estratégica
MundoOBD;Av. 12 de Octubre 1378, B1878 Quilmes, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 2393-1020;;https://www.mundoobd.com/;4.8;55;4,55;Alto;Medio;Potencial;Estratégica
SANSOLED;Av. Crisólogo Larralde 919, B1870 Avellaneda, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 3820-0616;sansoled.ventamayorista@gmail.com;http://www.sansoled.com/;4.9;27;4,5;Medio;Alto;Activo;Estratégica
Fernandez e Hijos;Allende 3429, C1417BMY Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4501-4715;info@fernandezehijos.com.ar;http://www.fernandezehijos.com.ar/;4.7;75;4,53;Alto;Alto;Estrella;Estratégica
Total Cover;calle, Fragata Pres. Sarmiento 1932, C1405 CNQ, Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 6695-2332;totalcoverventas@gmail.com;http://www.totalcover.com.ar/;4.3;115;4,29;Alto;Alto;Estrella;Estratégica
G60 Distribuidora;Fabián Onsari 1735, B1875EKF Wilde, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 5528-5638;ventasg60distribuidora@gmail.com;https://g60distribuidora.mercadoshops.com.ar/;4.2;10;4,27;Medio;Alto;Activo;Estratégica
walrod306;Av. Eva Perón 5943, C1439BSK Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4472-8522;walrod306@hotmail.com;http://www.walrod306.com.ar/;4.5;73;4,41;Alto;Alto;Estrella;Estratégica
Accesorios JC;Blvd. Juan Manuel de Rosas 90, B1708 Morón, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 2382-8030;;http://www.accesoriosjc.com/;4.7;198;4,62;Alto;Medio;Potencial;Estratégica
CIRCUIT ZOLDER SRL;Av. 25 de Mayo 756, B1824 Lanús, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 15-2444-4999;Zoldersrl@gmail.com;https://www.zoldersrl.com.ar/;4.7;42;4,47;Medio;Alto;Activo;Estratégica
IKNACAR ACCESORIOS;Av. Eva Perón 5620, C1439 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 5140-7064;iknacar.car@gmail.com;https://iknacarcar.mercadoshops.com.ar/?mshops-cookie-isguest=false&mshops-redirection-timestamp=1652708211789&mshops-cookie-cp=1439;4.2;16;4,26;Medio;Alto;Activo;Estratégica
AUTOTiNTE Polarizados Antivandálicos;Gurruchaga 38, C1414DHB Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4932-6538;;https://www.autotinte.com.ar/;4.6;153;4,52;Alto;Medio;Potencial;Estratégica
YOAMOMIAUTO;Av. Medrano 518, C1179 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 7360-4292;;https://yoamomiauto.com.ar/;4.9;117;4,72;Alto;Medio;Potencial;Estratégica
JS POLARIZADOS;Av. Vélez Sarsfield 1064, B1768 Villa Madero, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 3385-0608;;https://jspolarizados.com.ar/;5.0;294;4,9;Alto;Medio;Potencial;Estratégica
Renault Centenera;Del Barco Centenera 2909, C1437 ACB, Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 2851-7519;renaultcentenera@yahoo.com.ar;https://renaultcenteneraweb.com/;4.2;107;4,23;Alto;Alto;Estrella;Estratégica
MasterKey Transponders;Av. Eva Perón 3584, C1406 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 2240-5170;;http://www.worldservice.com/;0.0;0;4,28;Bajo;Medio;En Proceso;Potencial
Autopartes Logisticos;Malvinas Argentinas 1915, C1406CXS Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 5586-3995;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Lugano Partes;Lisandro, Av. Lisandro de la Torre 4931, C1439 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 3851-3333;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
The Black Wash Detail Shop;Guaminí 4962, C1439 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 3774-8882;;https://instagram.com/detailshop.tbw?igshid=MzRlODBiNWFlZA==;5.0;9;4,39;Bajo;Medio;En Proceso;Potencial
LRaccesorios;Malabia 2336, B1754 San Justo, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 3491-3832;;https://lraccesorios.mercadoshops.com.ar/;3.3;9;4,13;Bajo;Medio;En Proceso;Potencial
PGM accesorios;Av. Juan Bautista Alberdi 6992, C1440ABU Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 5264-0138;;;3.7;22;4,1;Bajo;Bajo;Frío;Potencial
Netzaj Racing;Tucumán 2360 Piso 4 h, C1051 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4194-5165;;https://www.netzajracing.com.ar/;4.1;8;4,26;Bajo;Medio;En Proceso;Potencial
autoradioferchoo;carhue, Av. Argentina y, C1439 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;4217-3750;;https://www.autoradioferchoo.com/;5.0;2;4,31;Bajo;Medio;En Proceso;Potencial
Sonax Argentina;Sunchales 742, C1416 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 6497-9376;;https://sonax.ar/tienda/;5.0;2;4,31;Bajo;Medio;En Proceso;Potencial
Customized Cars.;Cnel. Ramón Lista 5094, C1417 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4045-4740;;http://www.customizedcars.com.ar/;5.0;9;4,39;Bajo;Medio;En Proceso;Potencial
Auto Accesorios;Escobar 2951, C1417 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 3112-9534;autorepuesto.ar@gmail.com;https://autoaccesorioar.mercadoshops.com.ar/;3.7;3;4,25;Bajo;Alto;Oportunidad;Potencial
600 AUTOMOTORES;José Hernández 1014, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de accesorios para automóviles;0336 436-5270;;https://www.instagram.com/600automotores?igsh=MTNkbXVtbTUyazNkbA==;3.6;17;4,11;Bajo;Medio;En Proceso;Potencial
Jp cars distribuidora;Arana Goiri Ingeniero Budge Buenos Aires 65, Arana Goiri 65, B1832EQD Lomas de Zamora, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 6547-6011;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Mdaccesorios;Ortega y Gasset 1719, C1626 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 5481-7483;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Accesorios Newbery Todas Las Marcas;Av. Jorge Newbery 4574, C1427EGY Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4854-5268;;;5.0;1;4,3;Bajo;Bajo;Frío;Potencial
Fiamon Argentina;Condarco 1743, C1416 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4583-8200;;http://www.fiamonargentina.com.ar/;5.0;1;4,3;Bajo;Medio;En Proceso;Potencial
DD.ACCESORIOS;RP52, Canning, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 4409-3554;;;5.0;4;4,34;Bajo;Bajo;Frío;Potencial
M20 alarmas;Marcos Paz 3399, C1417 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 5860-1521;;;5.0;1;4,3;Bajo;Bajo;Frío;Potencial
Distribuidora GMR;Gral. Capdevila 936, B1755 Rafael Castillo, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 3580-3238;;;5.0;8;4,38;Bajo;Bajo;Frío;Potencial
AutoAccesorios IMD;;Tienda de accesorios para automóviles;011 6135-1342;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Autoviaje Multipartes;Av. Bartolomé Mitre 2841, B1872GFH Sarandí, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 5975-0037;;https://listado.mercadolibre.com.ar/pagina/autoviajemultipartes2141/;4.7;32;4,45;Medio;Medio;Regular;Promisoria
ADM;Vélez Sársfield 5465, B1606 Munro, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 5525-9847;;https://instagram.com/admtienda?igshid=NDk5N2NlZjQ=;4.7;29;4,44;Medio;Medio;Regular;Promisoria
BujiLamp, Lámparas Encendido Accesorios;C1430AAO, Av. Dr. Ricardo Balbín 3054, C1430AAO Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 6846-2587;;;4.8;268;4,72;Alto;Bajo;Durmiente;Promisoria
TUNINGCHROME;Av. de Mayo 727, B1607 Villa Adelina, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 15-3161-0406;;http://www.tuningchrome.com/;4.1;243;4,13;Medio;Medio;Regular;Promisoria
CHAPA RONI;RP8 2536, C1650 Buenos Aires, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 2698-4307;;;4.9;11;4,39;Medio;Bajo;Exploratorio;Promisoria
Racingtax_accesorios;Lugones 4801, C1430 EDS, Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 15-5912-4260;;http://racingtax.mercadoshops.com.ar/;4.1;21;4,23;Medio;Medio;Regular;Promisoria
Fueltech Argentina;Sta. Rosa 1831, B1602 Florida, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 2721-1305;;http://www.fueltechargentina.com.ar/;4.9;23;4,48;Medio;Medio;Regular;Promisoria
AutoPriza;Warnes 1380, C1416CQN Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;;info@autopriza.com.ar;https://autopriza.mercadoshops.com.ar/;4.1;54;4,19;Medio;Medio;Regular;Promisoria
Makanas 4x4;C. 369 Bis 3961, B1879 Quilmes, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 4416-8829;;https://www.facebook.com/Makanas4x4-103598189117224/;5.0;24;4,52;Medio;Medio;Regular;Promisoria
302hp;Reconquista 546, B1752 La Tablada, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 15-5306-9777;;;4.7;120;4,58;Alto;Bajo;Durmiente;Promisoria
M-Fer;Guadalupe 1645, B1824 Lanús, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 4948-1836;;https://m-fer.mercadoshops.com.ar/;4.5;31;4,37;Medio;Medio;Regular;Promisoria
ROITZ SA;Av. Córdoba 5132, C1414 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 2365-2229;;;4.7;46;4,48;Medio;Bajo;Exploratorio;Promisoria
Garridoaccesorios;Adolfo Carranza 2875 9 (timbre dorado oficina, C1416 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 6705-4999;;;4.8;10;4,37;Medio;Bajo;Exploratorio;Promisoria
La Casa del Japonesito;Av. Díaz Vélez 1404, B1702 Ciudadela, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 4653-9656;;;4.5;198;4,46;Alto;Bajo;Durmiente;Promisoria
Casa Tavo Alfombras para autos;Av. Avellaneda 1353, C1405 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 2482-2233;;;5.0;40;4,6;Medio;Bajo;Exploratorio;Promisoria
M & G Car Accesories;Suipacha 263, B1704 Ramos Mejía, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 6352-9761;;;4.3;18;4,29;Medio;Bajo;Exploratorio;Promisoria
Repuestos D50;Av. Dorrego 50, C1414CJN Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 3800-6416;;https://ravizzoli.mercadoshops.com.ar/?fbclid=IwAR1d0vUEBK0N-0eIxktifvWLV-kng34R8NbNFWpCJBztIgioBrrdsTzKt0o;4.1;54;4,19;Medio;Medio;Regular;Promisoria
Lubrilandia;Gral. Manuel A. Rodríguez 1837, C1416 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4581-0099;;https://www.lubrilandia.com.ar/;4.7;39;4,47;Medio;Medio;Regular;Promisoria
Accesorios GDT SRL;Casafoust 625, 1416 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4581-3482;;http://www.accesoriosgdt.com.ar/;4.6;18;4,37;Medio;Medio;Regular;Promisoria
Distribuidora WD-Motul Sur;Entre Ríos 606, B1878 Quilmes, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 4097-3453;;https://sitiosimple.com/distribuidora-wd-motulsur/;4.5;20;4,34;Medio;Medio;Regular;Promisoria
Encendido Beiró;Av. Francisco Beiró 4899, C1419HZK Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 15-6123-3275;;;4.5;17;4,34;Medio;Bajo;Exploratorio;Promisoria
Distribuidora los de Oeste;Warnes 1599, C1427 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4855-1097;;;4.4;191;4,38;Alto;Bajo;Durmiente;Promisoria
La tienda del automotor;9 de Julio 1519, B1702 Ciudadela, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 2390-9572;;https://www.instagram.com/latienda.del_automotor?igsh=M2o5OXg1OHNxMWxt;5.0;23;4,51;Medio;Medio;Regular;Promisoria
APS ACCESORIOS;Av. Gral. San Martín 3642, B1752ABO, B1752ABO Lomas del Mirador, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 3678-2929;;https://instagram.com/apsaccesorios?igshid=MzRlODBiNWFlZA==;4.9;12;4,4;Medio;Medio;Regular;Promisoria
El zonda;Av. Gral. Francisco Fernández de la Cruz 8234, C1439 CPO, Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 4605-0125;;;4.0;10;4,24;Medio;Bajo;Exploratorio;Promisoria
Lugano;Av. Gral. Francisco Fernández de la Cruz 6180, C1439COZ Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 6675-3105;;;4.3;10;4,29;Medio;Bajo;Exploratorio;Promisoria
Lorentz - Estética Vehícular - Tratamientos cerámicos, Acrílicos y vidrio líquido Grafeno - Sacabollos - Limpieza de interior;Av. Gaona 1409, C1416 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para automóviles;011 6407-2102;;https://www.instagram.com/lorentzesteticavehicular/;4.7;38;4,46;Medio;Medio;Regular;Promisoria
Audio car Toxic Bass Autoradio;Zapiola 337, B1876 Bernal, Provincia de Buenos Aires;Tienda de accesorios para automóviles;011 3542-8254;;;4.9;40;4,56;Medio;Bajo;Exploratorio;Promisoria
RAPA SACIF;Av. Bartolomé Mitre 1154, B1604 Florida Oeste, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 4909-7777;;http://www.rapa.com.ar/;4.4;886;4,39;Alto;Medio;Potencial;Estratégica
Mercedes Pompeya S.A.;de Bs. As, Zañartu 848, C1424 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 4921-0261;info@mercedespompeya.com.ar;https://www.mercedespompeya.com/;4.2;75;4,23;Alto;Alto;Estrella;Estratégica
Venta Mayorista Vienor SA;Av. Amancio Alcorta 3312 PB LOC, C1437 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 4912-6999;;http://www.vienorsa.com.ar/;4.3;56;4,29;Alto;Medio;Potencial;Estratégica
Distribuidora VIP S.R.L.;Av. Monseñor Bufano 3130, B1754 San Justo, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 4441-6622;;http://www.distribuidoravip.com.ar/;4.7;51;4,49;Alto;Medio;Potencial;Estratégica
Accesorios Casablanca;Av. Monseñor Bufano 4099, B1754HBC San Justo, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 4057-9455;;http://www.distribuidoravip.com.ar/;4.6;279;4,55;Alto;Medio;Potencial;Estratégica
Accesorios Parque Patricios;Av. Caseros 3507, C1263AAE Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 4922-7431;;http://www.appatricios.com.ar/;4.5;102;4,43;Alto;Medio;Potencial;Estratégica
Venta Mayorista Vienor SA;Córdoba 1251, B1708 Morón, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 4696-0079;;http://www.vienorsa.com.ar/;4.5;106;4,43;Alto;Medio;Potencial;Estratégica
MUNDO IMPLEMENTOS;Gdor. Alberto Barcelo 420, B1874 Villa Dominico, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 7038-6167;mundoimplementos@gmail.com;https://mundoimplementostienda.com.ar/;4.7;53;4,5;Alto;Alto;Estrella;Estratégica
Repuestos Velez Sarsfield;Av. Vélez Sarsfield 756, C1282 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 4302-1238;ventas@repuestosvelezsarsfield.com.ar;http://www.repuestosvelezsarsfield.com.ar/;4.3;193;4,3;Alto;Alto;Estrella;Estratégica
MAYREA DIGITAL - TIENDA ONLINE;Av. Tte. Gral. Juan Domingo Perón 635, B1824 Gerli, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 3121-4166;webmin@mayrea.com.ar;https://mayrea.com.ar/home/;5.0;2;4,31;Bajo;Alto;Oportunidad;Potencial
AZETA REPUESTOS;Santander 1433 local 19, C1406 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 3507-4252;repuestos@azetarepuestos.com.ar;http://www.azetarepuestos.com.ar/;0.0;0;4,28;Bajo;Alto;Oportunidad;Potencial
JDI PRIMO ACCESORIOS;Eustaquio Cambieses 1824, C1406 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 5384-3798;;https://www.instagram.com/jdiprimoaccesorios/;5.0;6;4,36;Bajo;Medio;En Proceso;Potencial
Autopartes LDG;Cangallo 5427, B1875 Avellaneda, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 5748-8875;;;5.0;3;4,32;Bajo;Bajo;Frío;Potencial
ET Accesorios;Pje. Benito Juárez 2232, B1752 Lomas del Mirador, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 6791-5111;;;4.8;26;4,46;Medio;Bajo;Exploratorio;Promisoria
Mertruck Repuestos PONZO;Av. Eva Perón 6098, C1439 BSY, Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 2071-8419;;https://www.mertruck.com.ar/;4.7;25;4,42;Medio;Medio;Regular;Promisoria
Diesel Avellaneda Sa;Av. Hipólito Yrigoyen 925, B1870 Avellaneda, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 15-5306-5645;;;4.6;80;4,48;Alto;Bajo;Durmiente;Promisoria
Repuestos Barracas;Av. Gral. Tomás de Iriarte 2255, C1291ACA Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 4302-8371;;;4.5;75;4,41;Alto;Bajo;Durmiente;Promisoria
Sur Repuestos PMB Mercedes-Benz;Av. Vélez Sarsfield 800, C1282 Cdad. Autónoma de Buenos Aires;Tienda de accesorios para camiones;011 4423-1143;;;4.4;105;4,36;Alto;Bajo;Durmiente;Promisoria
Accesorios Carmar;Av. Constituyentes 1395, B1617ABA Gran Buenos Aires, Provincia de Buenos Aires;Tienda de accesorios para camiones;011 6161-7407;;;4.7;117;4,58;Alto;Bajo;Durmiente;Promisoria
AUTORADIO EDGARDO X-28;Av. Directorio 5712, C1440 Ciudad Autonoma, Cdad. Autónoma de Buenos Aires;Tienda de alarmas antirrobo;011 2409-4007;;https://aredgardo.mitiendanube.com/;4.7;149;4,6;Alto;Medio;Potencial;Estratégica
King Autoradio;Buenos Aires AR, Av. Gral. San Martín 1620, B1704 ABQ, Provincia de Buenos Aires;Tienda de alarmas antirrobo;011 4488-0719;;;4.5;200;4,46;Alto;Bajo;Durmiente;Promisoria
Auto Tuning;Charlone 826, B1752 Lomas del Mirador, Provincia de Buenos Aires;Tienda de automovilismo;011 4652-2036;autotuningcomar@gmail.com;https://www.auto-tuning.com.ar/;4.3;510;4,3;Alto;Alto;Estrella;Estratégica
A-GUS (Accesorios y Colocaciones);Warnes 1421, C1414 Cdad. Autónoma de Buenos Aires;Tienda de automovilismo;011 2684-8851;;;4.6;67;4,46;Alto;Bajo;Durmiente;Promisoria
BATTERYSHOP;Juan b justo, Dentro del Jumbo, Terrero 4700 y, C1416 Cdad. Autónoma de Buenos Aires;Tienda de baterías;011 2222-5704;ventas@batteryshop.com.ar;http://www.batteryshop.com.ar/;4.9;1810;4,88;Alto;Alto;Estrella;Estratégica
Acubat Centro de Baterías, Sucursal Barracas;Av. Montes de Oca 1801, C1280 Cdad. Autónoma de Buenos Aires;Tienda de baterías para automóvil;011 4301-2049;contacto@acubat.com.ar;http://www.acubat.com.ar/;5.0;7054;4,99;Alto;Alto;Estrella;Estratégica
Race & Rpm S.A. ( FAMAT);Fragata Pres. Sarmiento 1537, C1416CBI Caballito, Cdad. Autónoma de Buenos Aires;Tienda de baterías para automóvil;011 4581-8095;info@famat.com.ar;http://www.famat.com.ar/;4.9;46;4,58;Medio;Alto;Activo;Estratégica
Batibat;Av. Triunvirato 2888, C1427AAO Cdad. Autónoma de Buenos Aires;Tienda de baterías para automóvil;011 3228-4173;info@batibat.com.ar;http://www.batibat.com.ar/;4.8;472;4,75;Alto;Alto;Estrella;Estratégica
Baterías OceanBat - Centro de distribución;Av. Congreso 5276, C1431 Cdad. Autónoma de Buenos Aires;Tienda de baterías para automóvil;011 5611-4400;;https://oceanbat.com.ar/;4.9;162;4,75;Alto;Medio;Potencial;Estratégica
Centro de baterías NOVAR;C1417CUB, Av. Nazca 2501, C1417CUB Cdad. Autónoma de Buenos Aires;Tienda de baterías para automóvil;011 2093-4057;;http://centrodebaterias.com.ar/;4.7;367;4,65;Alto;Medio;Potencial;Estratégica
